id,loss,AR,MA,modulation,raw_variance,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63
2013-01-01_09-00-57_UTC.act1443.dx3002.id-5.R.archive-compamp.png,-8608.5,0.786969723,-0.670215359,1431.733183,7042.709212,7192.749253,814.6205503,1102.149077,921.4245763,1066.443823,587.8426228,256.3004193,792.4460569,336.6609403,208.2247018,419.9855522,317.9610818,419.5945322,189.7408409,369.1557649,387.8329542,151.9363667,186.8191656,268.4136471,308.1509979,276.0002379,138.0238622,225.8682996,256.757561,243.4262558,136.4526501,63.53702236,165.8877117,177.1574639,164.4586652,182.3141567,81.25307729,88.79444714,162.0430907,86.66682904,83.85163661,145.388375,97.05658387,72.35225016,177.4626681,145.6598652,146.7225214,69.02173571,109.1690778,168.1432019,76.93794253,37.81115979,97.43459564,83.56363065,158.8763261,102.4560098,80.07817016,90.10496731,123.0480503,66.78855652,142.7443529,116.9778312,73.59655224,90.42769352,68.67478247,85.76040785,51.09217425,87.5695944
2013-01-03_06-28-36_UTC.act1654.dx3007.id-0.L.archive-compamp.png,-8859.8,0.940029316,-0.822755382,2440.404129,10899.72141,8794.800796,3045.319298,613.1414644,713.447045,190.4599175,821.1927961,497.5546313,479.4275939,555.8965632,143.2064051,532.7415394,160.5805463,392.5735496,327.006616,399.8928969,210.7311219,256.5927714,185.7686887,242.6481003,120.9649603,232.3482036,120.8764777,231.9329206,206.7789761,262.8245914,239.2476388,194.5824077,157.3270568,132.4706639,117.1139398,85.86918436,154.1984735,97.399189,159.3153961,212.0433277,81.79797273,97.28589608,34.83954504,91.26954818,133.5086058,113.9842819,89.33387228,74.4848978,68.28593712,131.1604163,50.19094623,104.7003189,122.9245034,104.1071511,71.9990888,53.01465335,126.6733055,112.1543118,69.89100232,35.06578774,83.19857868,38.85400566,49.39374608,39.76637337,67.71351849,56.11713836,81.15350643,100.8987119
2013-01-03_06-37-06_UTC.act1657.dx3018.id-0.L.archive-compamp.png,-8844.4,0.655188479,-0.439341198,873.294898,3718.999459,3146.191612,2416.056306,2014.007103,1410.780976,1835.72973,670.4082761,965.0052485,380.0351329,717.6936239,779.0822119,417.4930184,665.6110501,401.336755,155.7472749,385.5036988,432.0778933,356.9438629,404.3212853,345.5153384,344.648854,335.6790451,209.0310588,268.4872682,200.9909739,191.1776367,319.8342473,254.4272319,99.56662814,250.2954193,223.8613357,201.20905,264.782389,134.7217288,110.8245384,208.4205712,128.8399787,229.4729613,192.7147388,157.413853,160.7097938,153.2115593,185.1205807,124.7437373,160.1857305,155.7738901,128.8726169,156.5585571,107.21942,175.4872271,162.4481824,122.3467653,191.74104,220.1295463,141.6586589,146.2359764,121.3348373,91.86782234,160.011175,78.12716051,180.5331767,162.3894574,159.3673682,75.53435045
2013-01-03_06-37-07_UTC.act1657.dx1005.id-2.R.archive-compamp.png,-8720.3,0.509111763,-0.353541487,754.9053088,767.6617992,2020.684779,694.1937576,829.9807517,112.8749569,620.4762922,181.0729698,173.8354723,25.46444756,359.9706451,576.0999053,21.44560639,150.5364896,111.3573581,180.172598,64.31467879,39.89799274,87.26145536,53.09171079,32.3855385,79.52171641,47.63595647,67.25897314,93.15394999,49.55094244,8.320897021,47.68182599,106.3818128,79.47879701,5.139132493,129.0175557,40.85600452,62.37394667,60.34509217,23.75987843,67.4764273,27.8766582,72.82641073,34.56362728,16.10609424,49.66312574,46.69701097,55.25522906,19.67231557,9.999695218,67.48488047,32.11519412,39.2870017,5.44822256,10.10246131,42.71937488,13.57376746,55.67738671,62.66717854,5.723622203,70.66927756,47.68739723,39.73795958,21.33738689,27.54365901,15.39791998,55.89087718,38.34136237,10.99719407
2013-01-03_06-48-25_UTC.act1661.dx1010.id-1.R.archive-compamp.png,-8698.5,-0.070946055,0.277505557,1046.571203,4138.286762,3798.930956,3671.01663,1235.490687,1047.222794,887.4969934,602.9281569,559.6010603,30.56712106,524.1196732,433.6495534,375.4396033,333.7493973,325.7111417,246.0278393,475.2567534,308.2054107,268.8537134,295.6385238,138.8084335,228.3535668,192.6273855,199.7966016,269.7214151,311.2795555,268.5191174,215.7726001,201.9989262,123.4149351,149.589517,161.3769983,153.2565835,83.58055831,143.4084703,240.5101211,96.55484689,149.9510973,216.4961601,123.0109081,150.4665197,168.7925395,147.8464706,61.63652692,152.4335921,111.4640982,179.6176929,153.9561077,106.6591303,61.24450676,104.4361923,80.05042979,130.0919856,122.9639029,47.53294991,114.3742862,77.24678089,112.6712611,83.02393471,116.2874324,117.459573,111.1797672,51.10043036,69.19279085,69.62426892
2013-01-03_06-48-25_UTC.act1661.dx1015.id-1.R.archive-compamp.png,-8628.6,0.683527083,-0.477879572,641.9266445,2393.143801,3265.107626,1448.604005,2129.839118,1063.357328,122.9394325,494.9286568,294.58949,370.479234,268.2167062,170.9253543,349.1369756,243.6462795,407.4913815,28.06243403,195.4315084,171.1838778,201.289511,236.2362765,176.4437258,133.121141,116.9770614,62.37019988,78.90465052,128.1278136,183.5107844,81.71925836,167.2661687,106.844299,60.98063067,98.3846657,82.18881189,91.23876912,26.77198497,67.06792325,84.96576393,115.7899848,92.28466723,54.92244828,67.33553327,77.54797198,82.47289316,78.45271424,94.49338601,82.81515347,61.95139125,69.74829427,46.22030532,102.5782967,91.19418632,85.17888838,20.60880549,94.31236532,74.82953023,43.66650219,45.23872558,42.34880963,124.091677,128.0147823,58.82503,75.86993305,94.73690155,34.9508909,62.80595745
2013-01-03_06-54-04_UTC.act1663.dx1013.id-0.L.archive-compamp.png,-8722.9,0.640898886,-0.340789195,2015.93072,2741.586203,1844.425113,4051.31937,992.8118976,230.0934209,126.2876524,308.1882812,702.4189972,214.3369103,405.4310389,194.047724,522.20197,190.3146442,273.4212364,84.23325721,324.4064938,138.0587884,197.9343645,174.2281874,260.328088,96.08323049,107.2267899,62.78727956,206.7934804,225.7689713,90.18187559,136.2368823,71.30722079,109.0608757,61.17748415,87.99057005,179.1681218,139.0254675,107.8416324,52.93486484,167.6527199,85.11047146,73.06892852,128.1038403,79.32200662,146.9282041,68.74478199,52.28223573,90.5704146,66.39857905,44.08037532,69.66934165,134.3752388,57.6867625,103.8366778,96.58768197,81.65557244,52.04829665,54.52334926,56.45595237,83.82752377,49.54495532,82.77996018,55.61414686,66.85883696,100.9333163,73.67311161,34.45386345,50.84675448
2013-01-03_06-54-04_UTC.act1663.dx3000.id-0.R.archive-compamp.png,-8730.6,-0.252713701,0.473414502,1016.703964,2236.660657,3106.972776,2141.45541,1225.920366,672.5363459,646.0727068,789.4870057,193.135018,327.7990128,205.3028365,79.44688297,318.0287963,420.8244779,359.5869983,55.32050241,212.8903552,167.3008409,275.6869277,194.6251143,228.2989891,135.4017778,175.4852931,132.2801067,147.6013229,113.2983189,59.71215618,76.85713783,175.361893,126.2960474,157.09011,123.3715174,175.3812618,44.91534502,243.351381,104.7434688,124.895431,83.17147511,35.39911327,79.95538453,92.65238278,110.6006871,156.9521054,120.5184923,44.67661581,87.34595032,87.0969975,85.79766209,94.6891007,64.65101904,68.64488374,82.18172721,70.31052731,114.8580917,56.1389057,56.08280801,103.3619936,105.0938273,104.2652771,80.83508299,85.18384857,70.08766668,54.04170803,56.82598439,44.63502591
2013-01-03_06-54-05_UTC.act1663.dx3012.id-2.R.archive-compamp.png,-8737.5,0.569236936,-0.429483962,536.6235159,1387.829578,2678.073707,1040.823833,747.4038951,364.9828014,189.9373775,961.4499545,476.4263921,591.5596823,156.1584226,345.0107781,394.1868375,122.1544396,308.4584594,209.6285972,97.67579343,104.5639403,123.3588372,193.527743,200.2408187,182.8269497,230.3829377,100.5983678,136.38078,149.5490819,41.40043107,73.60374101,172.6689866,100.8568093,108.2345314,145.4905884,139.814114,148.6835689,65.23807986,108.2675999,78.99571679,79.77444632,155.5586001,46.07689538,66.02747772,102.210391,80.22696873,141.8377881,76.17742448,112.2027849,91.63379914,56.62932148,60.9783678,66.80081427,94.76253849,69.74687851,65.76126414,114.9608086,82.74051804,121.451543,86.37229374,70.17406806,74.94843934,63.00883919,26.35271488,65.68120583,110.2421101,37.51387346,82.88794044
2013-01-03_07-09-06_UTC.act1666.dx1005.id-7.L.archive-compamp.png,-8668.2,0.865648703,-0.698223792,2472.102245,2674.615107,3813.072635,1495.734784,2010.072565,266.0103764,547.4994987,452.5754304,285.3329535,378.7539449,221.3779319,146.3963285,418.3264429,247.3302368,173.2752458,91.90014182,137.4461276,228.5199656,14.61339397,57.74180517,31.99219178,118.4240441,157.2811816,55.18091688,137.7754146,30.00447558,123.8589578,103.3475632,58.92160311,74.13451478,53.19160299,68.73761927,28.24784537,152.3842917,28.39446507,89.58769767,59.37012482,46.50805148,8.318318577,21.52382822,62.33522425,39.6829678,30.33543827,86.74869764,40.95119046,40.01560998,83.55224717,116.5820571,48.67810426,31.22554026,43.55118975,59.77294491,61.83823599,21.48780942,40.04698925,47.7843825,45.11143458,27.54303468,33.3921107,32.12361083,14.96214009,8.721597442,47.52109515,69.72888974,12.83864478
