name,v1,v2
"1",0.197509804325105,-0.282059816171873
"2",-0.23321147181402,0.000590143274476293
"3",0.49392138697387,0.0324197581482312
"4",0.500528468315931,0.0859277282969247
"5",-0.032494664413509,0.34834090090842
"6",0.30256947599633,-0.0307684044474348
"7",-0.564778436771018,0.781954409957088
"8",0.177430190860108,0.015314798660354
"9",-5.08736386350961e-10,2.11311135256409e-08
"10",-0.0536421877405721,-0.0111210035694011
"11",-0.0502849065731074,0.339447046694988
"12",0.358669971214289,-0.161679461747137
"13",-0.502083801357628,0.634187313137313
"14",-0.255796235887308,0.409097609395503
"15",-0.314950227637122,0.350961457018678
"16",0.811026379449817,-0.688669530448771
"17",0.239142575814549,0.0549831316907037
"18",0.78649887915071,-0.922342953847654
"19",-0.526728092470073,0.59885485493748
"20",0.102554655492233,-0.298862067954484
"21",0.713412182237249,-0.930439351828733
"22",0.843695799101958,-0.428723545499336
"23",0.737992481390636,-0.966717473380938
"24",0.866700724870036,-0.999966890191293
"25",0.887923995499637,-0.454270215224474
"26",-0.356232275551379,0.712620785283532
"27",0.89845174959868,-0.999997841007971
"28",0.610621409939293,-0.725672799084711
"29",NA,NA
"30",0.57632858716886,-0.719424276576734
"31",-0.116359320529776,0.146210178496773
"32",-0.307273913820997,0.501741157131627
"33",0.665150713095684,-0.831834554344817
"34",0.28973817597723,-0.599928769487898
"35",-0.400955199924518,0.462527270569835
"36",-0.351584056730217,0.400005129735504
"37",0.644497705532222,-0.773315845940495
"38",0.590446772738598,-0.904624683897547
"39",-0.847347557798638,0.999995432250603
"40",0.682531561521715,-0.902656016769507
"41",0.774121480782024,-0.999987099805557
"42",-0.449997392882382,0.554943768686041
"43",0.761087865290384,-0.999988000039945
"44",-0.754192040297489,0.891371507963518
"45",-0.468016952368978,0.331421917727249
"46",-0.421937009566545,0.506907186224951
"47",-0.728365791840597,0.92536519929943
"48",-0.165266778178058,0.449677429570251
"49",0.844974616680355,-0.982287968705437
"50",-4.37245795126273e-10,1.63452273937992e-08
"51",0.680375570651035,-0.89267202936413
"52",-0.678600446657578,0.780022742445429
"53",0.666121163735295,-0.841978490826731
"54",-0.187336024019391,0.302622304276544
"55",-0.106282689316231,0.364411071400491
"56",-0.16572148335384,0.251848825512962
"57",-0.657000832720582,0.614185929143315
"58",0.47509149485669,-0.296475693726473
"59",0.841707931873626,-0.878191880448719
"60",-0.486428607425938,0.582000152876252
"61",0.760911460235324,-0.442274042080705
"62",-0.125001278430349,0.376913437651123
"63",-0.507970991123928,0.693797703006339
"64",-0.352430711126291,0.410146742330974
"65",-0.0830275011562351,0.311670371388021
"66",0.0209718366808807,0.0361166947105649
"67",-0.248902428221654,0.365674566639669
"68",0.471238032184635,-0.12410371100515
"69",0.0475078574476085,0.325391862053875
"70",-0.551472439940972,0.697181031896021
"71",0.719743944262391,-0.295416795378142
"72",0.653160898429024,-0.311710445720209
"73",-0.0917553274855276,0.338589365333954
"74",0.84867115838508,-0.441285046857884
"75",0.946612932254059,-0.844795054078662
"76",0.817130213276204,-0.597944661887974
"77",0.590013459430848,-0.351635732354106
"78",-0.931581064674036,0.99997890719961
"79",0.658110658881618,-0.782193390871782
"80",0.769009840556199,-0.383853036262203
"81",0.85458237992774,-0.607405626811633
"82",0.72601683845489,-0.347475674100348
"83",0.400995831701025,-0.153562408303544
"84",-0.478387194426309,0.753554684080647
"85",-0.0318037248804303,0.440152376918638
"86",-0.171534048444724,0.216023660324171
"87",-0.450235782932278,0.580387132189169
"88",0.634682414344022,-0.292355257413477
"89",-0.54142161192961,0.609737490145336
"90",-0.449329247483315,0.616267439773673
"91",-0.928622475960014,0.99999459655916
"92",-0.410222972774677,0.49138815579351
"93",-0.593827456163244,0.775394198664617
"94",0.441085273033951,-0.303726415191116
"95",-0.288468847075377,0.513124259067128
"96",-0.0487258538433896,-0.128370774239912
