"","V1","V2","V3","V4","V5"
"1",0.242665745836997,-0.351142255833044,0.117071235401959,0.827327262860836,346.999393474088
"2",-0.194615376975168,-0.0559726918413663,0.111306581167188,1.05906068735313,378.656625418759
"3",0.453848998424328,0.0624223219101605,-0.823473808179419,14.7060801647237,715.636097961907
"4",0.484946012670082,0.0978591683585991,-0.571208926738135,14.1119094669957,710.43716446955
"5",-0.033014200920163,0.348630586022198,0.0666375601247414,15.6670532195199,723.555468906007
"6",0.301601442470683,-0.0303064102084343,0.0671246156703265,6.22531080711198,605.389979735591
"7",-0.572512607295975,0.785648667317319,-0.242945200933649,5.84493783924214,597.404576052868
"8",0.166549484593876,0.0223154781770132,-0.165042356768533,4.92263906845801,575.29644499233
"9",-0.312156084906223,0.235440607791394,0.187604534055897,0.50834973944742,284.652186678061
"10",0.0146267275306641,-0.139731005878449,0.187674994918424,0.672899342624444,320.555685255039
"11",-0.141564727215677,0.39634118819117,-0.545575769840318,5.16609254075469,581.514838259176
"12",0.177658193719402,0.000206144196466011,-0.451504212425103,5.9258942128376,599.034853547435
"13",-0.50133669586392,0.633528589551685,0.0250380824493119,7.04385420194919,621.162416944332
"14",-0.278545927313927,0.421739071477744,-0.285757354488574,5.55023096074006,590.646404803651
"15",-0.328261153525636,0.361444726000079,-0.164029660067958,6.28551874796366,606.545475227547
"16",0.690011370136384,-0.606487807699229,0.571301631996,5.37436230648315,586.51902058274
"17",0.150439371617725,0.114243773541216,0.499255619065617,4.89402033748714,574.584183017992
"18",0.835556844328118,-0.99999962129087,0.0803930340611674,3.69340451412118,541.009547529772
"19",-0.535102870418148,0.604934369124378,0.124581342086091,3.69304763538529,538.484843880037
"20",0.111246566554603,-0.312461182641977,0.0952433057321976,3.33688766962256,525.537625625347
"21",0.711471316540161,-0.999999140780103,-0.0698607188331887,3.42714591047755,532.026331240785
"22",0.839437769681679,-0.427806244735268,0.532541977149796,7.64892472874827,632.204530993397
"23",0.723437954003765,-0.999999770659153,0.0440894683353673,5.34742405948029,588.92487596986
"24",0.853136709744007,-0.999999462632194,0.03609335757454,4.79029499175253,574.182885916552
