"id","loss","AR","MA","raw_variance","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80","X81","X82","X83","X84","X85","X86","X87","X88","X89","X90","X91","X92","X93","X94","X95","X96","X97","X98","X99","X100","X101","X102","X103","X104","X105","X106","X107","X108","X109","X110","X111","X112","X113","X114","X115","X116","X117","X118","X119","X120","X121","X122","X123","X124","X125","X126","X127","X128","X129"
"2014-08-10_07-21-44_UTC.act26306.dx1012.id-0.R.png",-7805.5,0.197509804007742,-0.28206003137427,16.63866354185446,-3.62015503876,-3.62015503876,-2.62015503876,-1.62015503876,-1.62015503876,-2.62015503876,-2.62015503876,-2.62015503876,-2.62015503876,-2.62015503876,-2.62015503876,-2.62015503876,-2.62015503876,-2.62015503876,-2.62015503876,-2.62015503876,-1.62015503876,-2.62015503876,-2.62015503876,-2.62015503876,-3.62015503876,-3.62015503876,-3.62015503876,-3.62015503876,-2.62015503876,-2.62015503876,-2.62015503876,-3.62015503876,-3.62015503876,-2.62015503876,-3.62015503876,-3.62015503876,-3.62015503876,-2.62015503876,-1.62015503876,-0.62015503876,-1.62015503876,-2.62015503876,-3.62015503876,-2.62015503876,-2.62015503876,-3.62015503876,-2.62015503876,-2.62015503876,-3.62015503876,-4.62015503876,-2.62015503876,-2.62015503876,-2.62015503876,-2.62015503876,-2.62015503876,-2.62015503876,-2.62015503876,-2.62015503876,-1.62015503876,-1.62015503876,-0.62015503876,0.37984496124,-1.62015503876,-3.62015503876,-2.62015503876,-2.62015503876,-2.62015503876,-2.62015503876,-1.62015503876,-1.62015503876,-1.62015503876,-2.62015503876,-2.62015503876,0.37984496124,-0.62015503876,-1.62015503876,-0.62015503876,0.37984496124,0.37984496124,1.37984496124,1.37984496124,1.37984496124,1.37984496124,1.37984496124,2.37984496124,1.37984496124,1.37984496124,1.37984496124,2.37984496124,0.37984496124,-0.62015503876,-1.62015503876,-1.62015503876,-1.62015503876,-2.62015503876,-2.62015503876,-1.62015503876,-1.62015503876,-1.62015503876,-0.62015503876,0.37984496124,3.37984496124,1.37984496124,2.37984496124,2.37984496124,2.37984496124,2.37984496124,2.37984496124,0.37984496124,0.37984496124,0.37984496124,1.37984496124,1.37984496124,1.37984496124,3.37984496124,3.37984496124,2.37984496124,5.37984496124,5.37984496124,6.37984496124,6.37984496124,7.37984496124,8.37984496124,10.3798449612,10.3798449612,11.3798449612,10.3798449612,11.3798449612,11.3798449612,11.3798449612,11.3798449612,11.3798449612,11.3798449612
"2014-08-10_07-21-44_UTC.act26306.dx1012.id-1.R.png",-7479.5,-0.233210282481675,0.000588881183684174,16.134847665404724,-3.58139534884,-3.58139534884,-2.58139534884,-1.58139534884,-1.58139534884,0.418604651163,-2.58139534884,-2.58139534884,-2.58139534884,-2.58139534884,-2.58139534884,-2.58139534884,-3.58139534884,-2.58139534884,-3.58139534884,-2.58139534884,-1.58139534884,-2.58139534884,-1.58139534884,-2.58139534884,-3.58139534884,-3.58139534884,-3.58139534884,-3.58139534884,-2.58139534884,-2.58139534884,-2.58139534884,-3.58139534884,-0.581395348837,-3.58139534884,-3.58139534884,-3.58139534884,-4.58139534884,-2.58139534884,-1.58139534884,-1.58139534884,-1.58139534884,-2.58139534884,-2.58139534884,-2.58139534884,-2.58139534884,-2.58139534884,-2.58139534884,-2.58139534884,-3.58139534884,-3.58139534884,-2.58139534884,-2.58139534884,-2.58139534884,-2.58139534884,-2.58139534884,-1.58139534884,-1.58139534884,-2.58139534884,-0.581395348837,-1.58139534884,-1.58139534884,-4.58139534884,-1.58139534884,-1.58139534884,-1.58139534884,-1.58139534884,-2.58139534884,-1.58139534884,-1.58139534884,-1.58139534884,-4.58139534884,-2.58139534884,-2.58139534884,-2.58139534884,0.418604651163,-0.581395348837,-0.581395348837,0.418604651163,0.418604651163,1.41860465116,1.41860465116,1.41860465116,1.41860465116,2.41860465116,1.41860465116,1.41860465116,1.41860465116,1.41860465116,1.41860465116,0.418604651163,-0.581395348837,-1.58139534884,-1.58139534884,-1.58139534884,-1.58139534884,-2.58139534884,-1.58139534884,0.418604651163,-0.581395348837,-0.581395348837,-0.581395348837,0.418604651163,1.41860465116,2.41860465116,2.41860465116,2.41860465116,2.41860465116,0.418604651163,0.418604651163,0.418604651163,0.418604651163,1.41860465116,1.41860465116,1.41860465116,2.41860465116,3.41860465116,2.41860465116,2.41860465116,3.41860465116,6.41860465116,7.41860465116,7.41860465116,8.41860465116,10.4186046512,10.4186046512,11.4186046512,11.4186046512,11.4186046512,11.4186046512,11.4186046512,11.4186046512,11.4186046512,10.4186046512
"2014-08-15_06-52-00_UTC.act27065.dx2010.id-19.L.png",-6357.5,0.493923663828279,0.0324166392126394,2036.7470704885525,83.0697674419,83.0697674419,79.0697674419,79.0697674419,83.0697674419,86.0697674419,90.0697674419,90.0697674419,89.0697674419,88.0697674419,85.0697674419,79.0697674419,76.0697674419,71.0697674419,71.0697674419,70.0697674419,67.0697674419,67.0697674419,67.0697674419,66.0697674419,63.0697674419,59.0697674419,58.0697674419,55.0697674419,57.0697674419,54.0697674419,54.0697674419,48.0697674419,43.0697674419,36.0697674419,30.0697674419,25.0697674419,28.0697674419,29.0697674419,34.0697674419,37.0697674419,42.0697674419,41.0697674419,31.0697674419,27.0697674419,20.0697674419,15.0697674419,7.06976744186,0.0697674418604,-6.93023255814,-10.9302325581,-15.9302325581,-22.9302325581,-25.9302325581,-29.9302325581,-31.9302325581,-32.9302325581,-30.9302325581,-29.9302325581,-19.9302325581,-19.9302325581,-20.9302325581,-15.9302325581,-11.9302325581,-3.93023255814,-2.93023255814,-8.93023255814,-17.9302325581,-21.9302325581,-23.9302325581,-25.9302325581,-27.9302325581,-24.9302325581,-24.9302325581,-27.9302325581,-25.9302325581,-24.9302325581,-24.9302325581,-31.9302325581,-42.9302325581,-43.9302325581,-47.9302325581,-49.9302325581,-49.9302325581,-48.9302325581,-51.9302325581,-53.9302325581,-57.9302325581,-57.9302325581,-59.9302325581,-63.9302325581,-62.9302325581,-50.9302325581,-42.9302325581,-47.9302325581,-52.9302325581,-52.9302325581,-53.9302325581,-65.9302325581,-66.9302325581,-62.9302325581,-61.9302325581,-47.9302325581,-32.9302325581,-28.9302325581,-27.9302325581,-16.9302325581,-16.9302325581,-15.9302325581,-16.9302325581,-13.9302325581,-13.9302325581,-10.9302325581,-9.93023255814,-9.93023255814,-8.93023255814,-7.93023255814,-7.93023255814,-6.93023255814,-8.93023255814,-9.93023255814,-9.93023255814,-10.9302325581,-12.9302325581,-11.9302325581,-12.9302325581,-15.9302325581,-21.9302325581,-25.9302325581,-26.9302325581,-27.9302325581,-25.9302325581,-25.9302325581,-24.9302325581
"2014-08-15_06-52-00_UTC.act27065.dx2010.id-19.R.png",-5768,0.500527779653996,0.0859287196338969,1460.81629709753,50.3488372093,50.3488372093,51.3488372093,50.3488372093,54.3488372093,55.3488372093,53.3488372093,53.3488372093,53.3488372093,51.3488372093,51.3488372093,52.3488372093,55.3488372093,54.3488372093,56.3488372093,57.3488372093,58.3488372093,53.3488372093,53.3488372093,53.3488372093,53.3488372093,53.3488372093,56.3488372093,61.3488372093,63.3488372093,60.3488372093,55.3488372093,54.3488372093,49.3488372093,42.3488372093,35.3488372093,31.3488372093,34.3488372093,35.3488372093,41.3488372093,43.3488372093,48.3488372093,48.3488372093,46.3488372093,36.3488372093,26.3488372093,18.3488372093,11.3488372093,1.3488372093,-5.6511627907,-11.6511627907,-17.6511627907,-22.6511627907,-25.6511627907,-25.6511627907,-25.6511627907,-26.6511627907,-23.6511627907,-20.6511627907,-13.6511627907,-13.6511627907,-14.6511627907,-6.6511627907,1.3488372093,2.3488372093,3.3488372093,-8.6511627907,-18.6511627907,-15.6511627907,-15.6511627907,-19.6511627907,-22.6511627907,-21.6511627907,-18.6511627907,-21.6511627907,-19.6511627907,-18.6511627907,-28.6511627907,-33.6511627907,-36.6511627907,-37.6511627907,-45.6511627907,-50.6511627907,-57.6511627907,-60.6511627907,-61.6511627907,-63.6511627907,-63.6511627907,-58.6511627907,-57.6511627907,-58.6511627907,-56.6511627907,-46.6511627907,-45.6511627907,-41.6511627907,-45.6511627907,-46.6511627907,-47.6511627907,-59.6511627907,-60.6511627907,-57.6511627907,-50.6511627907,-38.6511627907,-26.6511627907,-22.6511627907,-21.6511627907,-10.6511627907,-3.6511627907,-5.6511627907,-7.6511627907,-7.6511627907,-7.6511627907,-4.6511627907,-3.6511627907,-3.6511627907,-2.6511627907,-1.6511627907,-0.651162790698,-0.651162790698,-2.6511627907,-3.6511627907,-3.6511627907,-4.6511627907,-6.6511627907,-7.6511627907,-6.6511627907,-9.6511627907,-15.6511627907,-19.6511627907,-20.6511627907,-21.6511627907,-19.6511627907,-19.6511627907,-21.6511627907
"2014-08-15_13-49-25_UTC.act27165.dx1015.id-4.L.png",-11415.5,-0.0324945677488605,0.348340796214935,52.96845141517937,-6.97674418605,-6.97674418605,-4.97674418605,-0.976744186047,-5.97674418605,-11.976744186,-11.976744186,-12.976744186,-12.976744186,-7.97674418605,-6.97674418605,-3.97674418605,3.02325581395,6.02325581395,6.02325581395,0.0232558139535,-8.97674418605,-12.976744186,-13.976744186,-7.97674418605,-2.97674418605,-1.97674418605,3.02325581395,3.02325581395,-1.97674418605,-1.97674418605,-1.97674418605,-2.97674418605,-3.97674418605,-7.97674418605,-3.97674418605,-2.97674418605,-2.97674418605,0.0232558139535,-0.976744186047,0.0232558139535,1.02325581395,6.02325581395,6.02325581395,13.023255814,18.023255814,18.023255814,8.02325581395,1.02325581395,1.02325581395,3.02325581395,3.02325581395,4.02325581395,1.02325581395,-1.97674418605,-5.97674418605,-5.97674418605,1.02325581395,1.02325581395,-0.976744186047,0.0232558139535,0.0232558139535,-0.976744186047,-11.976744186,-10.976744186,-10.976744186,-6.97674418605,-6.97674418605,-10.976744186,-14.976744186,-8.97674418605,1.02325581395,1.02325581395,2.02325581395,7.02325581395,7.02325581395,-5.97674418605,-7.97674418605,-7.97674418605,-4.97674418605,-10.976744186,-9.97674418605,-6.97674418605,-5.97674418605,-3.97674418605,5.02325581395,4.02325581395,9.02325581395,9.02325581395,9.02325581395,8.02325581395,12.023255814,16.023255814,12.023255814,9.02325581395,7.02325581395,1.02325581395,1.02325581395,8.02325581395,19.023255814,19.023255814,13.023255814,2.02325581395,2.02325581395,4.02325581395,6.02325581395,6.02325581395,8.02325581395,6.02325581395,5.02325581395,3.02325581395,4.02325581395,7.02325581395,7.02325581395,-2.97674418605,-3.97674418605,-2.97674418605,-0.976744186047,3.02325581395,1.02325581395,-1.97674418605,-6.97674418605,-4.97674418605,-3.97674418605,-1.97674418605,-1.97674418605,3.02325581395,8.02325581395,1.02325581395,1.02325581395,1.02325581395,2.02325581395,3.02325581395,2.02325581395
"2014-08-15_13-49-25_UTC.act27165.dx1015.id-4.R.png",-4530.5,0.302569188645464,-0.0307677891659482,65.70302265488853,-6.1007751938,-6.1007751938,-5.1007751938,-5.1007751938,-6.1007751938,-6.1007751938,-3.1007751938,-1.1007751938,-0.100775193798,0.899224806202,2.8992248062,2.8992248062,4.8992248062,6.8992248062,6.8992248062,1.8992248062,-0.100775193798,-3.1007751938,-4.1007751938,-5.1007751938,-5.1007751938,-5.1007751938,-5.1007751938,-2.1007751938,-9.1007751938,-10.1007751938,-13.1007751938,-13.1007751938,-8.1007751938,-7.1007751938,-3.1007751938,-2.1007751938,-2.1007751938,-2.1007751938,0.899224806202,0.899224806202,-2.1007751938,-5.1007751938,-9.1007751938,-13.1007751938,-13.1007751938,-13.1007751938,-16.1007751938,-17.1007751938,-16.1007751938,-17.1007751938,-17.1007751938,-16.1007751938,-9.1007751938,-5.1007751938,-5.1007751938,-5.1007751938,-5.1007751938,-5.1007751938,-0.100775193798,0.899224806202,0.899224806202,-0.100775193798,-1.1007751938,-3.1007751938,-3.1007751938,-2.1007751938,1.8992248062,3.8992248062,3.8992248062,-2.1007751938,-8.1007751938,-9.1007751938,-9.1007751938,-7.1007751938,-3.1007751938,-4.1007751938,-5.1007751938,-9.1007751938,-10.1007751938,-10.1007751938,-10.1007751938,-5.1007751938,-2.1007751938,-0.100775193798,5.8992248062,4.8992248062,7.8992248062,9.8992248062,8.8992248062,8.8992248062,9.8992248062,13.8992248062,15.8992248062,15.8992248062,15.8992248062,14.8992248062,15.8992248062,14.8992248062,18.8992248062,12.8992248062,7.8992248062,2.8992248062,2.8992248062,5.8992248062,6.8992248062,6.8992248062,8.8992248062,6.8992248062,5.8992248062,3.8992248062,5.8992248062,6.8992248062,8.8992248062,6.8992248062,6.8992248062,6.8992248062,7.8992248062,6.8992248062,7.8992248062,9.8992248062,6.8992248062,3.8992248062,3.8992248062,3.8992248062,2.8992248062,8.8992248062,8.8992248062,9.8992248062,1.8992248062,1.8992248062,2.8992248062,3.8992248062,2.8992248062
"2014-08-19_02-48-43_UTC.act27628.dx1019.id-1.R.png",-7909,-0.564779230593577,0.781955929817074,84.1615287542816,12.6046511628,12.6046511628,14.6046511628,11.6046511628,8.60465116279,9.60465116279,8.60465116279,8.60465116279,14.6046511628,16.6046511628,16.6046511628,17.6046511628,14.6046511628,13.6046511628,15.6046511628,14.6046511628,18.6046511628,16.6046511628,16.6046511628,11.6046511628,11.6046511628,11.6046511628,11.6046511628,11.6046511628,11.6046511628,12.6046511628,10.6046511628,6.60465116279,6.60465116279,3.60465116279,6.60465116279,12.6046511628,12.6046511628,12.6046511628,7.60465116279,6.60465116279,4.60465116279,1.60465116279,1.60465116279,2.60465116279,3.60465116279,5.60465116279,5.60465116279,-2.39534883721,-1.39534883721,-1.39534883721,-4.39534883721,-4.39534883721,1.60465116279,1.60465116279,-6.39534883721,-2.39534883721,-1.39534883721,-2.39534883721,-1.39534883721,-1.39534883721,2.60465116279,6.60465116279,6.60465116279,2.60465116279,1.60465116279,1.60465116279,0.604651162791,-0.395348837209,-3.39534883721,-1.39534883721,2.60465116279,4.60465116279,4.60465116279,-0.395348837209,-2.39534883721,-2.39534883721,-2.39534883721,-2.39534883721,-0.395348837209,-0.395348837209,-3.39534883721,-4.39534883721,-5.39534883721,-6.39534883721,-6.39534883721,-7.39534883721,-4.39534883721,-0.395348837209,0.604651162791,0.604651162791,-2.39534883721,-4.39534883721,-5.39534883721,-9.39534883721,-16.3953488372,-16.3953488372,-12.3953488372,-10.3953488372,-10.3953488372,-10.3953488372,-10.3953488372,-10.3953488372,-9.39534883721,-9.39534883721,-11.3953488372,-11.3953488372,-10.3953488372,-11.3953488372,-8.39534883721,-9.39534883721,-9.39534883721,-9.39534883721,-10.3953488372,-11.3953488372,-11.3953488372,-7.39534883721,-7.39534883721,-7.39534883721,-5.39534883721,-5.39534883721,-3.39534883721,-1.39534883721,-0.395348837209,-6.39534883721,-8.39534883721,-8.39534883721,-10.3953488372,-10.3953488372,-10.3953488372,-13.3953488372,-16.3953488372,-18.3953488372,-18.3953488372
"2014-08-19_02-48-43_UTC.act27628.dx2019.id-0.R.png",-5959,0.177431771441379,0.0153124215698845,43.174689021092476,10.8139534884,10.8139534884,3.81395348837,3.81395348837,3.81395348837,2.81395348837,1.81395348837,2.81395348837,2.81395348837,0.813953488372,1.81395348837,1.81395348837,7.81395348837,8.81395348837,8.81395348837,9.81395348837,10.8139534884,10.8139534884,9.81395348837,5.81395348837,5.81395348837,5.81395348837,5.81395348837,6.81395348837,7.81395348837,7.81395348837,5.81395348837,4.81395348837,1.81395348837,-1.18604651163,-1.18604651163,-1.18604651163,-2.18604651163,-1.18604651163,5.81395348837,6.81395348837,6.81395348837,5.81395348837,3.81395348837,6.81395348837,7.81395348837,6.81395348837,6.81395348837,6.81395348837,7.81395348837,9.81395348837,6.81395348837,2.81395348837,1.81395348837,-2.18604651163,1.81395348837,4.81395348837,7.81395348837,4.81395348837,2.81395348837,2.81395348837,4.81395348837,5.81395348837,5.81395348837,5.81395348837,0.813953488372,3.81395348837,2.81395348837,0.813953488372,-3.18604651163,-2.18604651163,-2.18604651163,-7.18604651163,-7.18604651163,-7.18604651163,-5.18604651163,-4.18604651163,-0.186046511628,2.81395348837,2.81395348837,1.81395348837,5.81395348837,6.81395348837,5.81395348837,6.81395348837,4.81395348837,-0.186046511628,-6.18604651163,-9.18604651163,-9.18604651163,-7.18604651163,-5.18604651163,-5.18604651163,-4.18604651163,-4.18604651163,-2.18604651163,-3.18604651163,-3.18604651163,-3.18604651163,-3.18604651163,-2.18604651163,-4.18604651163,-4.18604651163,-4.18604651163,-4.18604651163,-4.18604651163,-5.18604651163,-6.18604651163,-5.18604651163,-5.18604651163,-1.18604651163,0.813953488372,1.81395348837,1.81395348837,-0.186046511628,-6.18604651163,-6.18604651163,-8.18604651163,-9.18604651163,-13.1860465116,-10.1860465116,-11.1860465116,-12.1860465116,-12.1860465116,-12.1860465116,-12.1860465116,-14.1860465116,-14.1860465116,-14.1860465116,-9.18604651163,-9.18604651163,-10.1860465116,-9.18604651163,-10.1860465116
"2014-08-23_03-43-49_UTC.act27887.dx1014.id-10.R.png",-13105.5,-1.62909685741397e-13,5.20956016103469e-10,63.922961360495165,-10.9147286822,-10.9147286822,-10.9147286822,-10.9147286822,-10.9147286822,-10.9147286822,-10.9147286822,-10.9147286822,-10.9147286822,-9.91472868217,-9.91472868217,-9.91472868217,-10.9147286822,-10.9147286822,-10.9147286822,-9.91472868217,-9.91472868217,-9.91472868217,-10.9147286822,-9.91472868217,-9.91472868217,-9.91472868217,-9.91472868217,-9.91472868217,-9.91472868217,-9.91472868217,-8.91472868217,-8.91472868217,-8.91472868217,-8.91472868217,-8.91472868217,-7.91472868217,-7.91472868217,-7.91472868217,-7.91472868217,-7.91472868217,-7.91472868217,-7.91472868217,-8.91472868217,-7.91472868217,-7.91472868217,-7.91472868217,-7.91472868217,-7.91472868217,-7.91472868217,-6.91472868217,-6.91472868217,-6.91472868217,-5.91472868217,-5.91472868217,-5.91472868217,-4.91472868217,-3.91472868217,-3.91472868217,-3.91472868217,-1.91472868217,-1.91472868217,-0.914728682171,0.0852713178295,1.08527131783,2.08527131783,4.08527131783,4.08527131783,5.08527131783,7.08527131783,7.08527131783,6.08527131783,6.08527131783,6.08527131783,6.08527131783,5.08527131783,5.08527131783,5.08527131783,4.08527131783,4.08527131783,4.08527131783,5.08527131783,5.08527131783,5.08527131783,5.08527131783,6.08527131783,6.08527131783,8.08527131783,8.08527131783,8.08527131783,10.0852713178,8.08527131783,8.08527131783,8.08527131783,8.08527131783,7.08527131783,7.08527131783,7.08527131783,6.08527131783,6.08527131783,6.08527131783,6.08527131783,5.08527131783,7.08527131783,6.08527131783,5.08527131783,5.08527131783,5.08527131783,5.08527131783,6.08527131783,6.08527131783,7.08527131783,7.08527131783,7.08527131783,7.08527131783,8.08527131783,8.08527131783,7.08527131783,7.08527131783,6.08527131783,7.08527131783,7.08527131783,7.08527131783,8.08527131783,8.08527131783,9.08527131783,10.0852713178,11.0852713178,12.0852713178,13.0852713178,12.0852713178,13.0852713178,13.0852713178,13.0852713178
"2014-08-23_03-43-49_UTC.act27887.dx1014.id-12.R.png",-12368,-0.0536421879988577,-0.0111210037239648,62.88131722853194,-10.8992248062,-10.8992248062,-10.8992248062,-10.8992248062,-9.8992248062,-10.8992248062,-10.8992248062,-10.8992248062,-10.8992248062,-8.8992248062,-9.8992248062,-9.8992248062,-10.8992248062,-9.8992248062,-10.8992248062,-9.8992248062,-9.8992248062,-9.8992248062,-10.8992248062,-10.8992248062,-9.8992248062,-9.8992248062,-9.8992248062,-9.8992248062,-8.8992248062,-9.8992248062,-8.8992248062,-8.8992248062,-8.8992248062,-8.8992248062,-8.8992248062,-7.8992248062,-7.8992248062,-7.8992248062,-7.8992248062,-7.8992248062,-7.8992248062,-7.8992248062,-8.8992248062,-8.8992248062,-7.8992248062,-5.8992248062,-7.8992248062,-7.8992248062,-7.8992248062,-6.8992248062,-6.8992248062,-6.8992248062,-5.8992248062,-5.8992248062,-5.8992248062,-4.8992248062,-3.8992248062,-3.8992248062,-3.8992248062,-2.8992248062,-1.8992248062,-1.8992248062,0.100775193798,1.1007751938,1.1007751938,4.1007751938,4.1007751938,5.1007751938,7.1007751938,7.1007751938,6.1007751938,6.1007751938,6.1007751938,6.1007751938,5.1007751938,5.1007751938,5.1007751938,4.1007751938,4.1007751938,6.1007751938,5.1007751938,5.1007751938,5.1007751938,6.1007751938,6.1007751938,6.1007751938,6.1007751938,7.1007751938,8.1007751938,8.1007751938,8.1007751938,8.1007751938,8.1007751938,8.1007751938,7.1007751938,7.1007751938,7.1007751938,6.1007751938,6.1007751938,6.1007751938,5.1007751938,5.1007751938,7.1007751938,6.1007751938,5.1007751938,5.1007751938,5.1007751938,5.1007751938,6.1007751938,7.1007751938,7.1007751938,7.1007751938,7.1007751938,7.1007751938,7.1007751938,8.1007751938,7.1007751938,7.1007751938,6.1007751938,7.1007751938,7.1007751938,7.1007751938,8.1007751938,8.1007751938,10.1007751938,11.1007751938,11.1007751938,12.1007751938,13.1007751938,12.1007751938,11.1007751938,13.1007751938,13.1007751938
