"","V1","V2"
"1",0.786969722627142,-0.670215359369194
"2",0.940029315503688,-0.822755382327661
"3",0.655188479211642,-0.439341198235913
"4",0.509111763415623,-0.353541487369683
"5",-0.0709460546697334,0.277505556939052
"6",0.683527083155591,-0.47787957200085
"7",0.640898885824658,-0.340789195035492
"8",-0.252713700988495,0.473414502037019
"9",0.569236936137828,-0.429483961728141
"10",0.865648702795603,-0.698223791641729
"11",0.566570951557989,-0.332410690298402
"12",0.31709273678307,-0.018110404374451
"13",0.671901261042592,-0.396966520543674
"14",0.220923524615775,-0.0592821810250218
"15",0.878556762655281,-0.670397065908478
"16",-0.405260282602945,0.554749820210907
"17",0.214522378996889,0.0213690294740317
"18",0.2461513832293,0.204312337082355
"19",0.476577207713393,-0.360511565948372
"20",0.782801193714533,-0.634265310170649
"21",0.309742610057495,-0.0433718669132256
"22",0.779506138765376,-0.590977646031643
"23",0.1844115183631,0.249334191705237
"24",0.0725233442479607,0.124199475204212
"25",0.905208161903304,-0.754934511123735
"26",0.514189577890486,-0.43543771329429
"27",0.124163591642945,0.203953869632848
"28",0.867630356199898,-0.709263858434083
"29",NA,NA
"30",0.67014945274834,-0.336158798170303
"31",0.61012671834881,-0.426174179386594
"32",0.76585046813114,-0.346454566433336
"33",0.64826570004842,-0.442929260297909
"34",0.70179594386816,-0.497444009188674
"35",-0.0678480922016643,0.252238433759691
"36",0.976811815224983,-0.880781154125083
"37",0.458522019107293,-0.243492733952331
"38",0.146743419915279,-0.0419109691218236
"39",0.0452500962790557,0.241684387732532
"40",0.392787996923856,-0.268004157893541
"41",0.498895493066637,-0.179141118685817
"42",0.668785333444907,-0.45444957953474
"43",0.556015883529194,-0.297398011637524
"44",0.878611030638747,-0.810767836839242
"45",0.246324830708369,-0.00604723067758972
"46",0.2993948579844,0.0930083940393665
"47",0.549949741111785,-0.253621088527819
"48",0.869043578510346,-0.778598211172925
"49",0.951837331682004,-0.857751904116392
"50",0.0997583265820428,0.158004139527977
"51",0.718395840364169,-0.500854428205119
"52",0.172031257243722,0.0959978907737996
"53",0.969653522865455,-0.920081156862218
"54",0.929589046166389,-0.751023411051081
"55",0.645996158242881,-0.440096751956345
"56",0.22433429794607,0.0760473260976237
"57",0.578268655462019,-0.233028395347981
"58",0.72745438389747,-0.468354956564586
"59",0.7626812965472,-0.534467488011005
"60",0.737348129142848,-0.423973699771781
"61",0.847656754197991,-0.67966542569181
"62",0.567292442504238,-0.235038359435126
"63",0.600458384741136,-0.225516219857928
"64",0.811078105236574,-0.62648206295662
"65",0.933788997197156,-0.995867135101261
"66",0.56612412664338,-0.382828534639433
"67",0.42825846900408,-0.266395972521695
"68",0.731074607896082,-0.44257177300001
"69",0.334164543178701,-0.0332839094118726
"70",0.578979364294391,-0.352870712017713
"71",0.911868430602589,-0.746657673832904
"72",0.971226926509867,-0.900846180828278
"73",0.818585227178794,-0.737851493668082
"74",-0.393256843725457,0.458270668976511
"75",0.360624533479526,-0.0188026641479737
"76",0.805884544470048,-0.585525708127221
"77",0.476826600456425,-0.239282997608555
