id,loss,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,X84,X85,X86,X87,X88,X89,X90,X91,X92,X93,X94,X95,X96,X97,X98,X99,X100,X101,X102,X103,X104,X105,X106,X107,X108,X109,X110,X111,X112,X113,X114,X115,X116,X117,X118,X119,X120,X121,X122,X123,X124,X125,X126,X127,X128,X129
2013-01-01_09-00-57_UTC.act1443.dx3002.id-5.R.archive-compamp.png,-8608.5,-54.13953488,-58.13953488,-54.13953488,-48.13953488,-43.13953488,-45.13953488,-56.13953488,-60.13953488,-52.13953488,-50.13953488,-58.13953488,-48.13953488,-67.13953488,-70.13953488,-74.13953488,-66.13953488,-72.13953488,-70.13953488,-86.13953488,-90.13953488,-90.13953488,-88.13953488,-95.13953488,-93.13953488,-83.13953488,-83.13953488,-100.1395349,-94.13953488,-92.13953488,-86.13953488,-76.13953488,-90.13953488,-105.1395349,-113.1395349,-118.1395349,-112.1395349,-99.13953488,-96.13953488,-96.13953488,-92.13953488,-87.13953488,-92.13953488,-90.13953488,-90.13953488,-92.13953488,-87.13953488,-106.1395349,-98.13953488,-97.13953488,-105.1395349,-111.1395349,-101.1395349,-90.13953488,-76.13953488,-62.13953488,-67.13953488,-59.13953488,-57.13953488,-45.13953488,-41.13953488,-45.13953488,-39.13953488,-39.13953488,-42.13953488,-39.13953488,-32.13953488,-7.139534884,-8.139534884,-5.139534884,6.860465116,9.860465116,13.86046512,20.86046512,31.86046512,44.86046512,50.86046512,59.86046512,53.86046512,44.86046512,43.86046512,36.86046512,29.86046512,37.86046512,38.86046512,38.86046512,59.86046512,64.86046512,71.86046512,71.86046512,89.86046512,99.86046512,106.8604651,116.8604651,123.8604651,120.8604651,111.8604651,120.8604651,106.8604651,99.86046512,98.86046512,100.8604651,97.86046512,100.8604651,83.86046512,77.86046512,84.86046512,84.86046512,89.86046512,86.86046512,80.86046512,94.86046512,93.86046512,97.86046512,92.86046512,98.86046512,112.8604651,118.8604651,122.8604651,119.8604651,120.8604651,111.8604651,111.8604651,107.8604651,111.8604651,107.8604651,118.8604651,121.8604651,129.8604651,127.8604651
2013-01-03_06-28-36_UTC.act1654.dx3007.id-0.L.archive-compamp.png,-8859.8,-48.91472868,-67.91472868,-60.91472868,-74.91472868,-75.91472868,-88.91472868,-98.91472868,-87.91472868,-86.91472868,-82.91472868,-104.9147287,-121.9147287,-127.9147287,-129.9147287,-129.9147287,-150.9147287,-159.9147287,-166.9147287,-166.9147287,-169.9147287,-172.9147287,-171.9147287,-181.9147287,-183.9147287,-173.9147287,-176.9147287,-179.9147287,-171.9147287,-163.9147287,-158.9147287,-162.9147287,-154.9147287,-152.9147287,-136.9147287,-132.9147287,-139.9147287,-132.9147287,-129.9147287,-119.9147287,-112.9147287,-118.9147287,-118.9147287,-107.9147287,-90.91472868,-80.91472868,-70.91472868,-64.91472868,-56.91472868,-49.91472868,-47.91472868,-36.91472868,-28.91472868,-31.91472868,-9.914728682,7.085271318,15.08527132,30.08527132,41.08527132,41.08527132,44.08527132,26.08527132,32.08527132,46.08527132,61.08527132,74.08527132,91.08527132,88.08527132,72.08527132,64.08527132,52.08527132,51.08527132,59.08527132,52.08527132,49.08527132,55.08527132,68.08527132,74.08527132,82.08527132,89.08527132,104.0852713,103.0852713,99.08527132,108.0852713,110.0852713,98.08527132,91.08527132,78.08527132,74.08527132,75.08527132,81.08527132,82.08527132,90.08527132,86.08527132,91.08527132,102.0852713,102.0852713,97.08527132,92.08527132,100.0852713,112.0852713,111.0852713,115.0852713,106.0852713,104.0852713,106.0852713,107.0852713,111.0852713,102.0852713,108.0852713,112.0852713,95.08527132,94.08527132,107.0852713,89.08527132,87.08527132,81.08527132,92.08527132,96.08527132,103.0852713,98.08527132,101.0852713,87.08527132,83.08527132,86.08527132,89.08527132,85.08527132,105.0852713,115.0852713,112.0852713
2013-01-03_06-37-06_UTC.act1657.dx3018.id-0.L.archive-compamp.png,-8844.4,143.0232558,132.0232558,112.0232558,100.0232558,93.02325581,98.02325581,91.02325581,92.02325581,89.02325581,85.02325581,100.0232558,90.02325581,90.02325581,89.02325581,80.02325581,75.02325581,57.02325581,52.02325581,31.02325581,25.02325581,14.02325581,10.02325581,8.023255814,-2.976744186,13.02325581,21.02325581,15.02325581,8.023255814,7.023255814,11.02325581,7.023255814,7.023255814,6.023255814,2.023255814,14.02325581,11.02325581,24.02325581,18.02325581,21.02325581,13.02325581,23.02325581,25.02325581,28.02325581,23.02325581,28.02325581,21.02325581,8.023255814,-12.97674419,-10.97674419,11.02325581,13.02325581,18.02325581,32.02325581,30.02325581,32.02325581,43.02325581,59.02325581,49.02325581,60.02325581,61.02325581,65.02325581,64.02325581,69.02325581,69.02325581,63.02325581,52.02325581,39.02325581,32.02325581,18.02325581,14.02325581,0.023255814,1.023255814,-2.976744186,1.023255814,0.023255814,2.023255814,11.02325581,21.02325581,11.02325581,4.023255814,2.023255814,-10.97674419,-8.976744186,-26.97674419,-27.97674419,-8.976744186,-12.97674419,-14.97674419,-16.97674419,-10.97674419,-6.976744186,-18.97674419,-29.97674419,-53.97674419,-62.97674419,-53.97674419,-62.97674419,-53.97674419,-55.97674419,-51.97674419,-48.97674419,-55.97674419,-64.97674419,-65.97674419,-59.97674419,-62.97674419,-59.97674419,-58.97674419,-48.97674419,-41.97674419,-51.97674419,-63.97674419,-59.97674419,-68.97674419,-64.97674419,-65.97674419,-62.97674419,-74.97674419,-90.97674419,-109.9767442,-122.9767442,-123.9767442,-124.9767442,-127.9767442,-133.9767442,-138.9767442,-135.9767442,-122.9767442,-120.9767442
2013-01-03_06-37-07_UTC.act1657.dx1005.id-2.R.archive-compamp.png,-8720.3,52.06976744,46.06976744,47.06976744,43.06976744,45.06976744,26.06976744,29.06976744,20.06976744,13.06976744,9.069767442,5.069767442,10.06976744,17.06976744,12.06976744,13.06976744,9.069767442,9.069767442,14.06976744,13.06976744,-0.930232558,0.069767442,13.06976744,20.06976744,23.06976744,37.06976744,30.06976744,15.06976744,8.069767442,4.069767442,-3.930232558,-9.930232558,-15.93023256,-5.930232558,-4.930232558,0.069767442,-11.93023256,-14.93023256,-17.93023256,-27.93023256,-30.93023256,-40.93023256,-38.93023256,-34.93023256,-37.93023256,-36.93023256,-44.93023256,-28.93023256,-31.93023256,-27.93023256,-32.93023256,-27.93023256,-24.93023256,-28.93023256,-28.93023256,-41.93023256,-35.93023256,-29.93023256,-28.93023256,-23.93023256,-24.93023256,-12.93023256,-1.930232558,-7.930232558,-11.93023256,-11.93023256,-17.93023256,-18.93023256,-29.93023256,-29.93023256,-33.93023256,-19.93023256,-19.93023256,-13.93023256,0.069767442,4.069767442,2.069767442,16.06976744,14.06976744,7.069767442,-7.930232558,-6.930232558,-11.93023256,-27.93023256,-32.93023256,-30.93023256,-24.93023256,-27.93023256,-24.93023256,-19.93023256,-13.93023256,-21.93023256,-27.93023256,-40.93023256,-38.93023256,-39.93023256,-37.93023256,-39.93023256,-35.93023256,-19.93023256,-6.930232558,6.069767442,18.06976744,29.06976744,28.06976744,22.06976744,22.06976744,20.06976744,33.06976744,36.06976744,27.06976744,28.06976744,22.06976744,41.06976744,42.06976744,42.06976744,46.06976744,51.06976744,40.06976744,36.06976744,35.06976744,23.06976744,26.06976744,24.06976744,25.06976744,40.06976744,45.06976744,39.06976744,42.06976744,52.06976744
2013-01-03_06-48-25_UTC.act1661.dx1010.id-1.R.archive-compamp.png,-8698.5,-42.34108527,-50.34108527,-30.34108527,-29.34108527,-24.34108527,-25.34108527,-38.34108527,-41.34108527,-50.34108527,-61.34108527,-64.34108527,-61.34108527,-57.34108527,-55.34108527,-57.34108527,-66.34108527,-74.34108527,-83.34108527,-81.34108527,-71.34108527,-86.34108527,-80.34108527,-78.34108527,-95.34108527,-100.3410853,-107.3410853,-109.3410853,-99.34108527,-85.34108527,-81.34108527,-85.34108527,-90.34108527,-88.34108527,-80.34108527,-73.34108527,-72.34108527,-65.34108527,-45.34108527,-42.34108527,-39.34108527,-25.34108527,-10.34108527,-14.34108527,-20.34108527,-6.341085271,0.658914729,5.658914729,8.658914729,9.658914729,7.658914729,-2.341085271,4.658914729,8.658914729,7.658914729,18.65891473,11.65891473,16.65891473,1.658914729,-20.34108527,-18.34108527,-23.34108527,-9.341085271,-6.341085271,-12.34108527,-8.341085271,-8.341085271,-11.34108527,-11.34108527,-11.34108527,-20.34108527,-18.34108527,-8.341085271,-11.34108527,-18.34108527,-9.341085271,-16.34108527,-23.34108527,-25.34108527,-30.34108527,-27.34108527,-13.34108527,-7.341085271,13.65891473,21.65891473,11.65891473,12.65891473,17.65891473,8.658914729,8.658914729,14.65891473,4.658914729,-5.341085271,-15.34108527,-4.341085271,-3.341085271,9.658914729,15.65891473,26.65891473,29.65891473,44.65891473,54.65891473,43.65891473,43.65891473,33.65891473,35.65891473,47.65891473,56.65891473,47.65891473,49.65891473,57.65891473,73.65891473,82.65891473,90.65891473,100.6589147,108.6589147,116.6589147,133.6589147,144.6589147,123.6589147,119.6589147,119.6589147,141.6589147,136.6589147,139.6589147,137.6589147,136.6589147,132.6589147,145.6589147,151.6589147
2013-01-03_06-48-25_UTC.act1661.dx1015.id-1.R.archive-compamp.png,-8628.6,-41.24031008,-43.24031008,-47.24031008,-43.24031008,-46.24031008,-52.24031008,-59.24031008,-52.24031008,-43.24031008,-44.24031008,-29.24031008,-30.24031008,-29.24031008,-42.24031008,-45.24031008,-48.24031008,-43.24031008,-31.24031008,-36.24031008,-28.24031008,-30.24031008,-38.24031008,-51.24031008,-55.24031008,-48.24031008,-45.24031008,-40.24031008,-49.24031008,-40.24031008,-50.24031008,-44.24031008,-41.24031008,-49.24031008,-58.24031008,-56.24031008,-49.24031008,-52.24031008,-45.24031008,-47.24031008,-38.24031008,-36.24031008,-34.24031008,-41.24031008,-46.24031008,-43.24031008,-45.24031008,-40.24031008,-43.24031008,-46.24031008,-49.24031008,-40.24031008,-38.24031008,-40.24031008,-36.24031008,-41.24031008,-34.24031008,-25.24031008,-31.24031008,-22.24031008,-19.24031008,-21.24031008,-22.24031008,-19.24031008,-14.24031008,-8.240310078,6.759689922,19.75968992,21.75968992,18.75968992,17.75968992,9.759689922,12.75968992,15.75968992,12.75968992,32.75968992,48.75968992,53.75968992,56.75968992,55.75968992,53.75968992,45.75968992,49.75968992,34.75968992,37.75968992,24.75968992,19.75968992,15.75968992,6.759689922,4.759689922,2.759689922,-4.240310078,-8.240310078,-14.24031008,-17.24031008,-13.24031008,-23.24031008,-13.24031008,-19.24031008,-14.24031008,-8.240310078,-9.240310078,5.759689922,23.75968992,36.75968992,43.75968992,47.75968992,69.75968992,80.75968992,84.75968992,81.75968992,84.75968992,86.75968992,89.75968992,93.75968992,88.75968992,91.75968992,96.75968992,112.7596899,105.7596899,91.75968992,83.75968992,76.75968992,65.75968992,65.75968992,67.75968992,73.75968992,71.75968992,69.75968992,76.75968992
2013-01-03_06-54-04_UTC.act1663.dx1013.id-0.L.archive-compamp.png,-8722.9,-23.6124031,-19.6124031,-5.612403101,-6.612403101,-8.612403101,-6.612403101,-4.612403101,-12.6124031,-15.6124031,-26.6124031,-42.6124031,-52.6124031,-50.6124031,-55.6124031,-56.6124031,-51.6124031,-49.6124031,-57.6124031,-57.6124031,-54.6124031,-62.6124031,-64.6124031,-67.6124031,-64.6124031,-56.6124031,-57.6124031,-48.6124031,-36.6124031,-32.6124031,-21.6124031,-11.6124031,18.3875969,27.3875969,23.3875969,29.3875969,34.3875969,25.3875969,22.3875969,17.3875969,15.3875969,23.3875969,23.3875969,35.3875969,39.3875969,42.3875969,36.3875969,42.3875969,40.3875969,44.3875969,39.3875969,42.3875969,27.3875969,25.3875969,25.3875969,17.3875969,0.387596899,3.387596899,10.3875969,-7.612403101,-15.6124031,-22.6124031,-32.6124031,-31.6124031,-32.6124031,-23.6124031,-14.6124031,-15.6124031,-11.6124031,-29.6124031,-42.6124031,-57.6124031,-61.6124031,-68.6124031,-72.6124031,-84.6124031,-82.6124031,-72.6124031,-65.6124031,-53.6124031,-56.6124031,-55.6124031,-58.6124031,-64.6124031,-51.6124031,-54.6124031,-57.6124031,-53.6124031,-58.6124031,-56.6124031,-47.6124031,-43.6124031,-34.6124031,-24.6124031,-17.6124031,-7.612403101,-12.6124031,-20.6124031,-22.6124031,-12.6124031,-1.612403101,13.3875969,20.3875969,33.3875969,39.3875969,59.3875969,62.3875969,67.3875969,64.3875969,55.3875969,57.3875969,63.3875969,79.3875969,85.3875969,71.3875969,70.3875969,81.3875969,77.3875969,82.3875969,79.3875969,97.3875969,105.3875969,104.3875969,99.3875969,98.3875969,94.3875969,99.3875969,97.3875969,103.3875969,102.3875969
2013-01-03_06-54-04_UTC.act1663.dx3000.id-0.R.archive-compamp.png,-8730.6,-118.5891473,-111.5891473,-105.5891473,-100.5891473,-97.58914729,-89.58914729,-77.58914729,-84.58914729,-85.58914729,-101.5891473,-88.58914729,-85.58914729,-97.58914729,-107.5891473,-92.58914729,-77.58914729,-80.58914729,-67.58914729,-67.58914729,-64.58914729,-63.58914729,-56.58914729,-62.58914729,-67.58914729,-56.58914729,-42.58914729,-32.58914729,-29.58914729,-22.58914729,-13.58914729,-16.58914729,-16.58914729,-16.58914729,-10.58914729,-6.589147287,-2.589147287,10.41085271,5.410852713,11.41085271,9.410852713,23.41085271,18.41085271,15.41085271,7.410852713,-9.589147287,-11.58914729,-0.589147287,-5.589147287,4.410852713,9.410852713,1.410852713,6.410852713,11.41085271,14.41085271,17.41085271,30.41085271,51.41085271,63.41085271,64.41085271,67.41085271,68.41085271,54.41085271,56.41085271,55.41085271,49.41085271,61.41085271,53.41085271,24.41085271,25.41085271,26.41085271,11.41085271,1.410852713,5.410852713,11.41085271,2.410852713,-5.589147287,9.410852713,20.41085271,28.41085271,32.41085271,39.41085271,35.41085271,27.41085271,22.41085271,39.41085271,42.41085271,33.41085271,28.41085271,37.41085271,19.41085271,13.41085271,1.410852713,14.41085271,23.41085271,18.41085271,6.410852713,-1.589147287,-4.589147287,2.410852713,11.41085271,16.41085271,17.41085271,35.41085271,46.41085271,50.41085271,57.41085271,51.41085271,43.41085271,55.41085271,57.41085271,46.41085271,41.41085271,53.41085271,51.41085271,45.41085271,43.41085271,37.41085271,23.41085271,26.41085271,26.41085271,20.41085271,11.41085271,9.410852713,10.41085271,0.410852713,3.410852713,3.410852713,5.410852713,11.41085271
2013-01-03_06-54-05_UTC.act1663.dx3012.id-2.R.archive-compamp.png,-8737.5,-21.54263566,-24.54263566,-13.54263566,-20.54263566,-15.54263566,-17.54263566,-21.54263566,-16.54263566,-12.54263566,-8.542635659,-2.542635659,6.457364341,-8.542635659,-8.542635659,-16.54263566,-17.54263566,-5.542635659,-8.542635659,-9.542635659,-18.54263566,-27.54263566,-42.54263566,-46.54263566,-51.54263566,-49.54263566,-53.54263566,-45.54263566,-38.54263566,-22.54263566,-23.54263566,-16.54263566,-9.542635659,-10.54263566,-3.542635659,-16.54263566,-23.54263566,-38.54263566,-34.54263566,-60.54263566,-59.54263566,-64.54263566,-62.54263566,-60.54263566,-56.54263566,-46.54263566,-45.54263566,-33.54263566,-34.54263566,-34.54263566,-55.54263566,-48.54263566,-43.54263566,-40.54263566,-44.54263566,-21.54263566,-13.54263566,-4.542635659,0.457364341,5.457364341,3.457364341,-1.542635659,-4.542635659,-6.542635659,-11.54263566,-16.54263566,-17.54263566,-9.542635659,-15.54263566,-20.54263566,-17.54263566,-17.54263566,-12.54263566,-10.54263566,-0.542635659,-6.542635659,8.457364341,14.45736434,19.45736434,26.45736434,20.45736434,6.457364341,5.457364341,-3.542635659,-8.542635659,-10.54263566,-9.542635659,-12.54263566,-12.54263566,0.457364341,8.457364341,4.457364341,3.457364341,-9.542635659,-5.542635659,-0.542635659,5.457364341,12.45736434,13.45736434,23.45736434,41.45736434,50.45736434,37.45736434,40.45736434,43.45736434,41.45736434,38.45736434,44.45736434,52.45736434,49.45736434,55.45736434,57.45736434,52.45736434,46.45736434,40.45736434,45.45736434,46.45736434,44.45736434,38.45736434,64.45736434,67.45736434,76.45736434,79.45736434,70.45736434,77.45736434,69.45736434,71.45736434,75.45736434,87.45736434,101.4573643
2013-01-03_07-09-06_UTC.act1666.dx1005.id-7.L.archive-compamp.png,-8668.2,-135.2093023,-130.2093023,-121.2093023,-118.2093023,-114.2093023,-103.2093023,-94.20930233,-74.20930233,-55.20930233,-40.20930233,-33.20930233,-31.20930233,-26.20930233,1.790697674,2.790697674,-1.209302326,3.790697674,11.79069767,36.79069767,55.79069767,56.79069767,57.79069767,59.79069767,48.79069767,55.79069767,49.79069767,48.79069767,66.79069767,67.79069767,63.79069767,63.79069767,52.79069767,56.79069767,54.79069767,50.79069767,65.79069767,57.79069767,60.79069767,55.79069767,60.79069767,42.79069767,36.79069767,37.79069767,23.79069767,14.79069767,18.79069767,12.79069767,12.79069767,-4.209302326,7.790697674,12.79069767,18.79069767,22.79069767,35.79069767,46.79069767,58.79069767,43.79069767,52.79069767,68.79069767,62.79069767,55.79069767,52.79069767,45.79069767,47.79069767,40.79069767,35.79069767,39.79069767,54.79069767,60.79069767,73.79069767,69.79069767,62.79069767,42.79069767,34.79069767,37.79069767,36.79069767,27.79069767,14.79069767,13.79069767,12.79069767,2.790697674,-0.209302326,-11.20930233,-27.20930233,-27.20930233,-20.20930233,-16.20930233,-9.209302326,-7.209302326,-16.20930233,-9.209302326,-6.209302326,-2.209302326,-4.209302326,-11.20930233,-17.20930233,-30.20930233,-18.20930233,-18.20930233,-15.20930233,-10.20930233,-17.20930233,-19.20930233,-17.20930233,-22.20930233,-26.20930233,-29.20930233,-29.20930233,-40.20930233,-47.20930233,-48.20930233,-37.20930233,-33.20930233,-33.20930233,-34.20930233,-29.20930233,-36.20930233,-48.20930233,-55.20930233,-59.20930233,-75.20930233,-91.20930233,-78.20930233,-76.20930233,-73.20930233,-75.20930233,-85.20930233,-95.20930233,-94.20930233
